Word,Level,Category,Details
investor,B2,money,/american-english/words/usdetail/3141
instructor,B1,work,/american-english/words/usdetail/3063
inspector,B2,work,/american-english/words/usdetail/3048
friendship,B1,relationships,/american-english/words/usdetail/2393
fish,A1,animals,/american-english/words/usdetail/2259
horse,A1,animals,/american-english/words/usdetail/2783
insect,A2,animals,/american-english/words/usdetail/3034
fly,B1,animals,/american-english/words/usdetail/2302
frog,B1,animals,/american-english/words/usdetail/2399
giraffe,B1,animals,/american-english/words/usdetail/2498
goat,B1,animals,/american-english/words/usdetail/2522
kangaroo,B1,animals,/american-english/words/usdetail/3226
fox,B2,animals,/american-english/words/usdetail/2364
horn,C1,animals,/american-english/words/usdetail/2778
fur,B1,animals,/american-english/words/usdetail/2430
group,A1,arts and media,/american-english/words/usdetail/2596
guitar,A1,arts and media,/american-english/words/usdetail/2612
instrument,A2,arts and media,/american-english/words/usdetail/3064
film,B1,arts and media,/american-english/words/usdetail/2227
flute,B1,arts and media,/american-english/words/usdetail/2301
gallery,B1,arts and media,/american-english/words/usdetail/2444
headline,B1,arts and media,/american-english/words/usdetail/2678
hero,B1,arts and media,/american-english/words/usdetail/2712
intermission,B1,arts and media,/american-english/words/usdetail/3100
guest,B2,arts and media,/american-english/words/usdetail/2605
image,B2,arts and media,/american-english/words/usdetail/2868
issue,B2,arts and media,/american-english/words/usdetail/3167
item,B2,arts and media,/american-english/words/usdetail/3171
index,C1,arts and media,/american-english/words/usdetail/2954
flashback,C2,arts and media,/american-english/words/usdetail/2272
house,C2,arts and media,/american-english/words/usdetail/2797
hip-hop,A2,arts and media,/american-english/words/usdetail/2739
jazz,A2,arts and media,/american-english/words/usdetail/3183
folk,B1,arts and media,/american-english/words/usdetail/2308
harmony,C2,arts and media,/american-english/words/usdetail/2662
graphics,B1,arts and media,/american-english/words/usdetail/2567
foot,A1,body and health,/american-english/words/usdetail/2318
hand,A1,body and health,/american-english/words/usdetail/2636
head,A1,body and health,/american-english/words/usdetail/2675
finger,A2,body and health,/american-english/words/usdetail/2239
headache,A2,body and health,/american-english/words/usdetail/2676
heart,A2,body and health,/american-english/words/usdetail/2686
forehead,B1,body and health,/american-english/words/usdetail/2327
heart attack,B1,body and health,/american-english/words/usdetail/2687
human,B1,body and health,/american-english/words/usdetail/2807
fingernail,B2,body and health,/american-english/words/usdetail/2240
gum,B2,body and health,/american-english/words/usdetail/2615
heel,B2,body and health,/american-english/words/usdetail/2696
hip,B2,body and health,/american-english/words/usdetail/2738
jaw,B2,body and health,/american-english/words/usdetail/3182
gene,C1,body and health,/american-english/words/usdetail/2468
fist,C2,body and health,/american-english/words/usdetail/2262
flashback,C2,body and health,/american-english/words/usdetail/2272
joint,C2,body and health,/american-english/words/usdetail/3196
health,A2,body and health,/american-english/words/usdetail/2681
flu,B1,body and health,/american-english/words/usdetail/2295
health care,C1,body and health,/american-english/words/usdetail/2682
injury,B2,body and health,/american-english/words/usdetail/3019
immune system,C2,body and health,/american-english/words/usdetail/2886
hurt,A2,body and health,/american-english/words/usdetail/2824
freeze,B2,body and health,/american-english/words/usdetail/2379
have,A1,body and health,/american-english/words/usdetail/2671
have,A2,body and health,/american-english/words/usdetail/2671
infect,C1,body and health,/american-english/words/usdetail/2985
infect,C2,body and health,/american-english/words/usdetail/2985
heal,B2,body and health,/american-english/words/usdetail/2680
hat,A1,clothes,/american-english/words/usdetail/2666
jacket,A1,clothes,/american-english/words/usdetail/3175
glove,A2,clothes,/american-english/words/usdetail/2516
heel,B1,clothes,/american-english/words/usdetail/2696
helmet,B2,clothes,/american-english/words/usdetail/2702
hood,B2,clothes,/american-english/words/usdetail/2768
jewelry,A2,clothes,/american-english/words/usdetail/3191
gear,B2,clothes,/american-english/words/usdetail/2466
glasses,A1,clothes,/american-english/words/usdetail/2508
jeans,A1,clothes,/american-english/words/usdetail/3187
file,A2,communication,/american-english/words/usdetail/2225
form,A2,communication,/american-english/words/usdetail/2340
ID card,A2,communication,/american-english/words/usdetail/2843
figure,B1,communication,/american-english/words/usdetail/2224
form,B1,communication,/american-english/words/usdetail/2340
guess,B1,communication,/american-english/words/usdetail/2604
interview,B1,communication,/american-english/words/usdetail/3113
interview,B1,communication,/american-english/words/usdetail/3113
issue,B1,communication,/american-english/words/usdetail/3167
joke,B1,communication,/american-english/words/usdetail/3198
fight,B2,communication,/american-english/words/usdetail/2222
first language,B2,communication,/american-english/words/usdetail/2255
graph,B2,communication,/american-english/words/usdetail/2566
handout,B2,communication,/american-english/words/usdetail/2642
hint,B2,communication,/american-english/words/usdetail/2737
hint,B2,communication,/american-english/words/usdetail/2737
hyphen,B2,communication,/american-english/words/usdetail/2829
idiom,B2,communication,/american-english/words/usdetail/2852
insult,B2,communication,/american-english/words/usdetail/3066
groan,C2,communication,/american-english/words/usdetail/2588
inquiry,C2,communication,/american-english/words/usdetail/3032
grammar,A2,communication,/american-english/words/usdetail/2551
fluency,B2,communication,/american-english/words/usdetail/2297
gossip,B2,communication,/american-english/words/usdetail/2538
jargon,C1,communication,/american-english/words/usdetail/3181
ID,A2,communication,/american-english/words/usdetail/2842
ink,B1,communication,/american-english/words/usdetail/3021
inquiry,B1,communication,/american-english/words/usdetail/3032
implication,C2,communication,/american-english/words/usdetail/2896
insist,B1,communication,/american-english/words/usdetail/3043
joke,B1,communication,/american-english/words/usdetail/3198
fight,B2,communication,/american-english/words/usdetail/2222
gossip,B2,communication,/american-english/words/usdetail/2538
insist,B2,communication,/american-english/words/usdetail/3043
groan,C2,communication,/american-english/words/usdetail/2588
invite,A1,communication,/american-english/words/usdetail/3144
give,A2,communication,/american-english/words/usdetail/2501
get,B1,communication,/american-english/words/usdetail/2492
greet,B1,communication,/american-english/words/usdetail/2579
inform,B1,communication,/american-english/words/usdetail/2998
guarantee,B2,communication,/american-english/words/usdetail/2602
highlight,B2,communication,/american-english/words/usdetail/2725
highlight,B2,communication,/american-english/words/usdetail/2725
indicate,B2,communication,/american-english/words/usdetail/2955
insult,B2,communication,/american-english/words/usdetail/3066
invent,B2,communication,/american-english/words/usdetail/3133
justify,B2,communication,/american-english/words/usdetail/3224
illustrate,C1,communication,/american-english/words/usdetail/2866
illustrate,C1,communication,/american-english/words/usdetail/2866
instruct,C1,communication,/american-english/words/usdetail/3061
interpret,C1,communication,/american-english/words/usdetail/3106
invite,C1,communication,/american-english/words/usdetail/3144
imply,C2,communication,/american-english/words/usdetail/2898
introduce,C2,communication,/american-english/words/usdetail/3122
guess,A2,communication,/american-english/words/usdetail/2604
forgive,B1,communication,/american-english/words/usdetail/2337
hear,B1,communication,/american-english/words/usdetail/2685
interrupt,B1,communication,/american-english/words/usdetail/3108
inquire,B2,communication,/american-english/words/usdetail/3031
interpret,B2,communication,/american-english/words/usdetail/3106
gang,B2,crime,/american-english/words/usdetail/2448
jury,B2,crime,/american-english/words/usdetail/3218
guilt,B2,crime,/american-english/words/usdetail/2610
justice,B2,crime,/american-english/words/usdetail/3220
gram,A2,describing things,/american-english/words/usdetail/2550
foot,B1,describing things,/american-english/words/usdetail/2318
inch,B1,describing things,/american-english/words/usdetail/2927
grade,B2,describing things,/american-english/words/usdetail/2544
glass,A1,describing things,/american-english/words/usdetail/2507
gray,A2,describing things,/american-english/words/usdetail/2572
green,A2,describing things,/american-english/words/usdetail/2578
height,B1,describing things,/american-english/words/usdetail/2697
increase,B2,describing things,/american-english/words/usdetail/2942
increase,B1,describing things,/american-english/words/usdetail/2942
grade,A2,education,/american-english/words/usdetail/2544
grade,B1,education,/american-english/words/usdetail/2544
homework,A1,education,/american-english/words/usdetail/2760
gym,A2,education,/american-english/words/usdetail/2619
history,A2,education,/american-english/words/usdetail/2746
instruct,C2,education,/american-english/words/usdetail/3061
graduate,B2,education,/american-english/words/usdetail/2547
glass,A1,food and drink,/american-english/words/usdetail/2507
fork,A2,food and drink,/american-english/words/usdetail/2339
grape,A2,food and drink,/american-english/words/usdetail/2565
fridge,B1,food and drink,/american-english/words/usdetail/2388
frying pan,B1,food and drink,/american-english/words/usdetail/2412
grill,B1,food and drink,/american-english/words/usdetail/2582
fish,A1,food and drink,/american-english/words/usdetail/2259
garlic,A2,food and drink,/american-english/words/usdetail/2455
ham,A2,food and drink,/american-english/words/usdetail/2634
honey,A2,food and drink,/american-english/words/usdetail/2764
jam,A2,food and drink,/american-english/words/usdetail/3177
flour,B1,food and drink,/american-english/words/usdetail/2291
hunger,B1,food and drink,/american-english/words/usdetail/2819
gum,B2,food and drink,/american-english/words/usdetail/2615
food,A1,food and drink,/american-english/words/usdetail/2314
fruit,A1,food and drink,/american-english/words/usdetail/2406
ice cream,A1,food and drink,/american-english/words/usdetail/2837
juice,A1,food and drink,/american-english/words/usdetail/3208
flavor,B1,food and drink,/american-english/words/usdetail/2276
junk food,B2,food and drink,/american-english/words/usdetail/3216
have,A1,food and drink,/american-english/words/usdetail/2671
grill,B1,food and drink,/american-english/words/usdetail/2582
freeze,B1,food and drink,/american-english/words/usdetail/2379
fry,B1,food and drink,/american-english/words/usdetail/2411
garden,A1,homes and buildings,/american-english/words/usdetail/2452
house,A1,homes and buildings,/american-english/words/usdetail/2797
floor,A2,homes and buildings,/american-english/words/usdetail/2289
garage,A2,homes and buildings,/american-english/words/usdetail/2450
gate,A2,homes and buildings,/american-english/words/usdetail/2461
gym,A2,homes and buildings,/american-english/words/usdetail/2619
hall,A2,homes and buildings,/american-english/words/usdetail/2633
hall,A2,homes and buildings,/american-english/words/usdetail/2633
fire station,B1,homes and buildings,/american-english/words/usdetail/2248
frame,B1,homes and buildings,/american-english/words/usdetail/2370
hut,B1,homes and buildings,/american-english/words/usdetail/2826
iron,B1,homes and buildings,/american-english/words/usdetail/3148
frame,B2,homes and buildings,/american-english/words/usdetail/2370
hook,B2,homes and buildings,/american-english/words/usdetail/2769
furniture,A2,homes and buildings,/american-english/words/usdetail/2434
heat,A2,homes and buildings,/american-english/words/usdetail/2688
flesh,C2,homes and buildings,/american-english/words/usdetail/2282
home,A1,homes and buildings,/american-english/words/usdetail/2757
the first floor,B1,homes and buildings,/american-english/words/usdetail/2254
the ground floor,B1,homes and buildings,/american-english/words/usdetail/2594
fortune,B2,money,/american-english/words/usdetail/2353
grant,B2,money,/american-english/words/usdetail/2564
fund,C1,money,/american-english/words/usdetail/2424
finance,B2,money,/american-english/words/usdetail/2233
interest,C1,money,/american-english/words/usdetail/3091
interest,C1,money,/american-english/words/usdetail/3091
fund,C1,money,/american-english/words/usdetail/2424
flower,A1,natural world,/american-english/words/usdetail/2294
hill,A2,natural world,/american-english/words/usdetail/2733
island,A2,natural world,/american-english/words/usdetail/3164
flood,B1,natural world,/american-english/words/usdetail/2288
forecast,B1,natural world,/american-english/words/usdetail/2326
hedge,B2,natural world,/american-english/words/usdetail/2695
habitat,C1,natural world,/american-english/words/usdetail/2623
iceberg,C1,natural world,/american-english/words/usdetail/2836
grass,A1,natural world,/american-english/words/usdetail/2569
geography,A2,natural world,/american-english/words/usdetail/2487
gold,A2,natural world,/american-english/words/usdetail/2524
ice,A2,natural world,/american-english/words/usdetail/2835
heat,B1,natural world,/american-english/words/usdetail/2688
iron,B1,natural world,/american-english/words/usdetail/3148
global warming,B2,natural world,/american-english/words/usdetail/2513
ground,B2,natural world,/american-english/words/usdetail/2593
hail,C2,natural world,/american-english/words/usdetail/2624
fog,A2,natural world,/american-english/words/usdetail/2304
forest,A2,natural world,/american-english/words/usdetail/2333
jungle,B1,natural world,/american-english/words/usdetail/3213
frost,B2,natural world,/american-english/words/usdetail/2403
gas,B2,natural world,/american-english/words/usdetail/2457
harvest,B2,natural world,/american-english/words/usdetail/2665
grow,A2,natural world,/american-english/words/usdetail/2597
flood,B1,natural world,/american-english/words/usdetail/2288
freeze,B1,natural world,/american-english/words/usdetail/2379
fight,B1,people: actions,/american-english/words/usdetail/2222
hug,B1,people: actions,/american-english/words/usdetail/2804
jump,B1,people: actions,/american-english/words/usdetail/3211
fight,B2,people: actions,/american-english/words/usdetail/2222
glance,B2,people: actions,/american-english/words/usdetail/2505
help,A2,people: actions,/american-english/words/usdetail/2703
hiking,A2,people: actions,/american-english/words/usdetail/2731
housework,B1,people: actions,/american-english/words/usdetail/2800
habit,B1,people: actions,/american-english/words/usdetail/2622
grip,B2,people: actions,/american-english/words/usdetail/2586
hold,B2,people: actions,/american-english/words/usdetail/2752
gaze,C2,people: actions,/american-english/words/usdetail/2465
jump,A2,people: actions,/american-english/words/usdetail/3211
fish,B1,people: actions,/american-english/words/usdetail/2259
hide,B1,people: actions,/american-english/words/usdetail/2721
jog,B1,people: actions,/american-english/words/usdetail/3193
fight,B2,people: actions,/american-english/words/usdetail/2222
freeze,B2,people: actions,/american-english/words/usdetail/2379
hesitate,B2,people: actions,/american-english/words/usdetail/2716
giggle,C2,people: actions,/american-english/words/usdetail/2497
glare,C2,people: actions,/american-english/words/usdetail/2506
grin,C2,people: actions,/american-english/words/usdetail/2585
find,A1,people: actions,/american-english/words/usdetail/2236
give,A1,people: actions,/american-english/words/usdetail/2501
find,A2,people: actions,/american-english/words/usdetail/2236
get,A2,people: actions,/american-english/words/usdetail/2492
give,A2,people: actions,/american-english/words/usdetail/2501
hear,A2,people: actions,/american-english/words/usdetail/2685
hit,A2,people: actions,/american-english/words/usdetail/2747
hold,A2,people: actions,/american-english/words/usdetail/2752
join,A2,people: actions,/american-english/words/usdetail/3195
finish,B1,people: actions,/american-english/words/usdetail/2242
fix,B1,people: actions,/american-english/words/usdetail/2266
follow,B1,people: actions,/american-english/words/usdetail/2310
form,B1,people: actions,/american-english/words/usdetail/2340
get,B1,people: actions,/american-english/words/usdetail/2492
give,B1,people: actions,/american-english/words/usdetail/2501
hand,B1,people: actions,/american-english/words/usdetail/2636
handle,B1,people: actions,/american-english/words/usdetail/2641
hide,B1,people: actions,/american-english/words/usdetail/2721
hit,B1,people: actions,/american-english/words/usdetail/2747
hold,B1,people: actions,/american-english/words/usdetail/2752
hold,B1,people: actions,/american-english/words/usdetail/2752
hug,B1,people: actions,/american-english/words/usdetail/2804
imagine,B1,people: actions,/american-english/words/usdetail/2872
install,B1,people: actions,/american-english/words/usdetail/3051
invent,B1,people: actions,/american-english/words/usdetail/3133
join,B1,people: actions,/american-english/words/usdetail/3195
fix,B2,people: actions,/american-english/words/usdetail/2266
forbid,B2,people: actions,/american-english/words/usdetail/2322
force,B2,people: actions,/american-english/words/usdetail/2324
found,B2,people: actions,/american-english/words/usdetail/2357
free,B2,people: actions,/american-english/words/usdetail/2376
gather,B2,people: actions,/american-english/words/usdetail/2462
grip,B2,people: actions,/american-english/words/usdetail/2586
guard,B2,people: actions,/american-english/words/usdetail/2603
guard,B2,people: actions,/american-english/words/usdetail/2603
identify,B2,people: actions,/american-english/words/usdetail/2850
identify,B2,people: actions,/american-english/words/usdetail/2850
ignore,B2,people: actions,/american-english/words/usdetail/2859
implement,B2,people: actions,/american-english/words/usdetail/2894
introduce,B2,people: actions,/american-english/words/usdetail/3122
keep,B2,people: actions,/american-english/words/usdetail/3228
grasp,C1,people: actions,/american-english/words/usdetail/2568
imitate,C1,people: actions,/american-english/words/usdetail/2873
impose,C1,people: actions,/american-english/words/usdetail/2904
impose,C1,people: actions,/american-english/words/usdetail/2904
inspect,C1,people: actions,/american-english/words/usdetail/3046
force,C2,people: actions,/american-english/words/usdetail/2324
haul,C2,people: actions,/american-english/words/usdetail/2669
initiate,C2,people: actions,/american-english/words/usdetail/3014
finish,A1,people: actions,/american-english/words/usdetail/2242
hear,A1,people: actions,/american-english/words/usdetail/2685
help,A1,people: actions,/american-english/words/usdetail/2703
fill,A2,people: actions,/american-english/words/usdetail/2226
follow,A2,people: actions,/american-english/words/usdetail/2310
help,A2,people: actions,/american-english/words/usdetail/2703
hurry,A2,people: actions,/american-english/words/usdetail/2823
improve,A2,people: actions,/american-english/words/usdetail/2913
join,A2,people: actions,/american-english/words/usdetail/3195
jump,A2,people: actions,/american-english/words/usdetail/3211
fight,B1,people: actions,/american-english/words/usdetail/2222
fold,B1,people: actions,/american-english/words/usdetail/2306
grab,B1,people: actions,/american-english/words/usdetail/2541
hang,B1,people: actions,/american-english/words/usdetail/2646
iron,B1,people: actions,/american-english/words/usdetail/3148
fight,B2,people: actions,/american-english/words/usdetail/2222
fight,B2,people: actions,/american-english/words/usdetail/2222
fire,B2,people: actions,/american-english/words/usdetail/2244
gather,B2,people: actions,/american-english/words/usdetail/2462
hunt,B2,people: actions,/american-english/words/usdetail/2821
invest,B2,people: actions,/american-english/words/usdetail/3136
flee,C1,people: actions,/american-english/words/usdetail/2280
form,C2,people: actions,/american-english/words/usdetail/2340
girl,A1,people: appearance,/american-english/words/usdetail/2499
haircut,B1,people: appearance,/american-english/words/usdetail/2626
figure,B2,people: appearance,/american-english/words/usdetail/2224
grown-up,B2,people: appearance,/american-english/words/usdetail/2599
fringe,C2,people: appearance,/american-english/words/usdetail/2398
hair,A1,people: appearance,/american-english/words/usdetail/2625
grow,B1,people: appearance,/american-english/words/usdetail/2597
fool,B1,people: personality,/american-english/words/usdetail/2315
head,B1,people: personality,/american-english/words/usdetail/2675
hero,B1,people: personality,/american-english/words/usdetail/2712
idea,B1,people: personality,/american-english/words/usdetail/2844
figure,B2,people: personality,/american-english/words/usdetail/2224
gentleman,B2,people: personality,/american-english/words/usdetail/2483
idiot,B2,people: personality,/american-english/words/usdetail/2853
joy,B2,people: personality,/american-english/words/usdetail/3203
fun,A1,people: personality,/american-english/words/usdetail/2421
force,B2,people: personality,/american-english/words/usdetail/2324
grief,B2,people: personality,/american-english/words/usdetail/2581
guilt,B2,people: personality,/american-english/words/usdetail/2610
honesty,B2,people: personality,/american-english/words/usdetail/2763
honor,B2,people: personality,/american-english/words/usdetail/2766
horror,B2,people: personality,/american-english/words/usdetail/2782
humor,B2,people: personality,/american-english/words/usdetail/2816
joy,B2,people: personality,/american-english/words/usdetail/3203
hatred,C1,people: personality,/american-english/words/usdetail/2668
initiative,C1,people: personality,/american-english/words/usdetail/3015
fulfillment,C2,people: personality,/american-english/words/usdetail/2416
hypocrisy,C2,people: personality,/american-english/words/usdetail/2830
heart,B1,people: personality,/american-english/words/usdetail/2686
hope,B1,people: personality,/american-english/words/usdetail/2771
freedom,B2,people: personality,/american-english/words/usdetail/2377
image,B2,people: personality,/american-english/words/usdetail/2868
honor,B2,people: personality,/american-english/words/usdetail/2766
hate,A2,people: personality,/american-english/words/usdetail/2667
interest,B1,people: personality,/american-english/words/usdetail/3091
impress,B2,people: personality,/american-english/words/usdetail/2907
inspire,B2,people: personality,/american-english/words/usdetail/3050
inspire,B2,people: personality,/american-english/words/usdetail/3050
inspire,B2,people: personality,/american-english/words/usdetail/3050
irritate,C1,people: personality,/american-english/words/usdetail/3160
hope,A2,people: personality,/american-english/words/usdetail/2771
hurt,B1,people: personality,/american-english/words/usdetail/2824
judge,B1,people: personality,/american-english/words/usdetail/3204
friend,A1,relationships,/american-english/words/usdetail/2390
husband,A1,relationships,/american-english/words/usdetail/2825
girlfriend,A2,relationships,/american-english/words/usdetail/2500
girlfriend,A2,relationships,/american-english/words/usdetail/2500
grandchild,A2,relationships,/american-english/words/usdetail/2554
granddaughter,A2,relationships,/american-english/words/usdetail/2556
grandfather,A2,relationships,/american-english/words/usdetail/2557
grandmother,A2,relationships,/american-english/words/usdetail/2559
grandparent,A2,relationships,/american-english/words/usdetail/2561
grandson,A2,relationships,/american-english/words/usdetail/2562
guest,A2,relationships,/american-english/words/usdetail/2605
groom,B1,relationships,/american-english/words/usdetail/2591
funeral,B2,relationships,/american-english/words/usdetail/2428
gang,B2,relationships,/american-english/words/usdetail/2448
host,B2,relationships,/american-english/words/usdetail/2787
folks,B2,relationships,/american-english/words/usdetail/2309
football,A1,shopping,/american-english/words/usdetail/2319
game,A1,shopping,/american-english/words/usdetail/2447
game,A2,shopping,/american-english/words/usdetail/2447
goal,A2,shopping,/american-english/words/usdetail/2520
goal,A2,shopping,/american-english/words/usdetail/2520
hobby,A2,shopping,/american-english/words/usdetail/2750
final,B1,shopping,/american-english/words/usdetail/2231
foul,C2,shopping,/american-english/words/usdetail/2356
football,A2,shopping,/american-english/words/usdetail/2319
golf,A2,shopping,/american-english/words/usdetail/2526
hockey,A2,shopping,/american-english/words/usdetail/2751
ice hockey,A2,shopping,/american-english/words/usdetail/2838
gymnastics,B1,shopping,/american-english/words/usdetail/2621
guarantee,B2,shopping,/american-english/words/usdetail/2602
goods,B2,shopping,/american-english/words/usdetail/2535
hold,B2,shopping,/american-english/words/usdetail/2752
file,A2,technology,/american-english/words/usdetail/2225
folder,B1,technology,/american-english/words/usdetail/2307
hard drive,B2,technology,/american-english/words/usdetail/2654
hit,B2,technology,/american-english/words/usdetail/2747
icon,B2,technology,/american-english/words/usdetail/2840
IT,A2,technology,/american-english/words/usdetail/3169
hardware,B1,technology,/american-english/words/usdetail/2657
flash,B2,technology,/american-english/words/usdetail/2271
go,B2,technology,/american-english/words/usdetail/2519
generate,B2,technology,/american-english/words/usdetail/2473
Google,B2,technology,/american-english/words/usdetail/2536
flight,A2,travel,/american-english/words/usdetail/2286
gas station,A2,travel,/american-english/words/usdetail/2460
guest,A2,travel,/american-english/words/usdetail/2605
guidebook,A2,travel,/american-english/words/usdetail/2608
helicopter,A2,travel,/american-english/words/usdetail/2699
highway,A2,travel,/american-english/words/usdetail/2730
garage,B1,travel,/american-english/words/usdetail/2450
gate,B1,travel,/american-english/words/usdetail/2461
harbor,B1,travel,/american-english/words/usdetail/2652
jet,B1,travel,/american-english/words/usdetail/3189
horn,B2,travel,/american-english/words/usdetail/2778
journey,B2,travel,/american-english/words/usdetail/3202
itinerary,C1,travel,/american-english/words/usdetail/3172
gas,A2,travel,/american-english/words/usdetail/2457
gasoline,B2,travel,/american-english/words/usdetail/2458
fly,A1,travel,/american-english/words/usdetail/2302
go,A1,travel,/american-english/words/usdetail/2519
go,A1,travel,/american-english/words/usdetail/2519
fly,A2,travel,/american-english/words/usdetail/2302
go,B1,travel,/american-english/words/usdetail/2519
fly,C2,travel,/american-english/words/usdetail/2302
holiday,A1,work,/american-english/words/usdetail/2754
job,A1,work,/american-english/words/usdetail/3192
guide,A2,work,/american-english/words/usdetail/2607
job,A2,work,/american-english/words/usdetail/3192
guard,B1,work,/american-english/words/usdetail/2603
head,B1,work,/american-english/words/usdetail/2675
industry,B1,work,/american-english/words/usdetail/2974
firm,B2,work,/american-english/words/usdetail/2250
fisherman,B2,work,/american-english/words/usdetail/2260
giant,C2,work,/american-english/words/usdetail/2494
janitor,C2,work,/american-english/words/usdetail/3178
industry,B2,work,/american-english/words/usdetail/2974
job,B2,work,/american-english/words/usdetail/3192
head,B2,work,/american-english/words/usdetail/2675
haunt,B2,people: personality,/american-english/words/usdetail/2670
indifference,C2,,/american-english/words/usdetail/2958
inconvenience,C1,,/american-english/words/usdetail/2938
interference,C1,,/american-english/words/usdetail/3096
interference,C2,,/american-english/words/usdetail/3096
intruder,C2,,/american-english/words/usdetail/3126
installation,C1,,/american-english/words/usdetail/3052
integration,C1,,/american-english/words/usdetail/3072
inclusion,C1,,/american-english/words/usdetail/2934
inhibition,C2,,/american-english/words/usdetail/3010
intrusion,C2,,/american-english/words/usdetail/3127
intervention,C2,,/american-english/words/usdetail/3112
impossibility,C2,,/american-english/words/usdetail/2905
inferiority,C2,,/american-english/words/usdetail/2990
insecurity,C2,,/american-english/words/usdetail/3036
inequality,C2,,/american-english/words/usdetail/2977
inability,C1,,/american-english/words/usdetail/2919
import,B2,,/american-english/words/usdetail/2900
inferior,C2,,/american-english/words/usdetail/2989
influx,C2,,/american-english/words/usdetail/2997
input,B2,,/american-english/words/usdetail/3030
inaccuracy,C1,,/american-english/words/usdetail/2920
injustice,C1,,/american-english/words/usdetail/3020
insight,C1,,/american-english/words/usdetail/3041
intrude,C2,,/american-english/words/usdetail/3125
invade,C1,,/american-english/words/usdetail/3129
inherit,C2,,/american-english/words/usdetail/3008
invade,C2,,/american-english/words/usdetail/3129
integrate,C1,,/american-english/words/usdetail/3071
inherit,C2,,/american-english/words/usdetail/3008
interval,C2,,/american-english/words/usdetail/3110
interact,B2,,/american-english/words/usdetail/3088
interfere,C1,,/american-english/words/usdetail/3095
importance,B1,,/american-english/words/usdetail/2901
inheritance,C2,,/american-english/words/usdetail/3009
innocence,C1,,/american-english/words/usdetail/3024
foreigner,B1,,/american-english/words/usdetail/2329
hairdresser,B1,,/american-english/words/usdetail/2627
gardener,B2,,/american-english/words/usdetail/2453
follower,C2,,/american-english/words/usdetail/2311
founder,C2,,/american-english/words/usdetail/2359
further,C2,,/american-english/words/usdetail/2435
jogging,B1,,/american-english/words/usdetail/3194
gardening,B2,,/american-english/words/usdetail/2454
hunting,B2,,/american-english/words/usdetail/2822
housing,C1,,/american-english/words/usdetail/2801
generation,B1,,/american-english/words/usdetail/2474
generation,B2,,/american-english/words/usdetail/2474
generation,B2,,/american-english/words/usdetail/2474
institution,B2,,/american-english/words/usdetail/3060
foundation,C1,,/american-english/words/usdetail/2358
foundation,C2,,/american-english/words/usdetail/2358
fraction,C2,,/american-english/words/usdetail/2365
imitation,C2,,/american-english/words/usdetail/2874
inspiration,C2,,/american-english/words/usdetail/3049
institution,C2,,/american-english/words/usdetail/3060
foundation,C1,,/american-english/words/usdetail/2358
industrialization,C1,,/american-english/words/usdetail/2971
isolation,C1,,/american-english/words/usdetail/3166
hesitation,C2,,/american-english/words/usdetail/2717
implementation,C2,,/american-english/words/usdetail/2895
isolation,C2,,/american-english/words/usdetail/3166
invention,B1,,/american-english/words/usdetail/3134
intention,B2,,/american-english/words/usdetail/3087
interruption,B2,,/american-english/words/usdetail/3109
introduction,B2,,/american-english/words/usdetail/3123
investigation,B2,,/american-english/words/usdetail/3138
generalization,C1,,/american-english/words/usdetail/2470
indication,C1,,/american-english/words/usdetail/2956
innovation,C1,,/american-english/words/usdetail/3027
inspection,C1,,/american-english/words/usdetail/3047
illustration,C2,,/american-english/words/usdetail/2867
inclination,C2,,/american-english/words/usdetail/2930
indication,C2,,/american-english/words/usdetail/2956
inspection,C2,,/american-english/words/usdetail/3047
intuition,C2,,/american-english/words/usdetail/3128
invasion,C2,,/american-english/words/usdetail/3132
impression,B2,,/american-english/words/usdetail/2909
introduction,C1,,/american-english/words/usdetail/3123
invitation,C2,,/american-english/words/usdetail/3143
journalism,B2,,/american-english/words/usdetail/3200
guitarist,B1,,/american-english/words/usdetail/2613
journalist,B1,,/american-english/words/usdetail/3201
flexibility,B2,,/american-english/words/usdetail/2283
humanity,C1,,/american-english/words/usdetail/2809
humanity,C2,,/american-english/words/usdetail/2809
individuality,C2,,/american-english/words/usdetail/2965
intensity,C2,,/american-english/words/usdetail/3083
identity,B2,,/american-english/words/usdetail/2851
imperative,B2,,/american-english/words/usdetail/2891
generalize,C1,,/american-english/words/usdetail/2471
improvement,B1,,/american-english/words/usdetail/2915
fire department,B2,,/american-english/words/usdetail/2245
investment,B2,,/american-english/words/usdetail/3140
judgment,B2,,/american-english/words/usdetail/3205
harassment,C1,,/american-english/words/usdetail/2651
judgment,C2,,/american-english/words/usdetail/3205
improvement,B1,,/american-english/words/usdetail/2915
involvement,B2,,/american-english/words/usdetail/3147
friendliness,B2,,/american-english/words/usdetail/2391
forgiveness,C2,,/american-english/words/usdetail/2338
goodness,C2,,/american-english/words/usdetail/2533
homelessness,C2,,/american-english/words/usdetail/2759
inspector,B2,,/american-english/words/usdetail/3048
inventor,B2,,/american-english/words/usdetail/3135
investigator,B2,,/american-english/words/usdetail/3139
indicator,C2,,/american-english/words/usdetail/2957
hardship,C1,,/american-english/words/usdetail/2656
gambling,B2,,/american-english/words/usdetail/2446
group,A1,,/american-english/words/usdetail/2596
hospital,A1,,/american-english/words/usdetail/2785
