Word,Level,Category,Details
sad,A1,people: personality,/american-english/words/usdetail/5034
polite,A2,people: personality,/american-english/words/usdetail/4331
poor,A2,people: personality,/american-english/words/usdetail/4344
positive,B1,people: personality,/american-english/words/usdetail/4361
proud,B1,people: personality,/american-english/words/usdetail/4552
poor,B2,people: personality,/american-english/words/usdetail/4344
positive,B2,people: personality,/american-english/words/usdetail/4361
reserved,B2,people: personality,/american-english/words/usdetail/4876
secure,B2,people: personality,/american-english/words/usdetail/5144
self-confident,B2,people: personality,/american-english/words/usdetail/5164
severe,B2,people: personality,/american-english/words/usdetail/5224
sharp,B2,people: personality,/american-english/words/usdetail/5244
self-centered,C1,people: personality,/american-english/words/usdetail/5162
serene,C2,people: personality,/american-english/words/usdetail/5203
shallow,C2,people: personality,/american-english/words/usdetail/5237
shortsighted,C2,people: personality,/american-english/words/usdetail/5280
shrewd,C2,people: personality,/american-english/words/usdetail/5290
relief,B2,people: personality,/american-english/words/usdetail/4806
public,B1,politics,/american-english/words/usdetail/4571
revolutionary,B2,politics,/american-english/words/usdetail/4946
right-wing,C2,politics,/american-english/words/usdetail/4965
presidency,B2,politics,/american-english/words/usdetail/4434
semi-final,B2,shopping,/american-english/words/usdetail/5181
senior,B2,work,/american-english/words/usdetail/5185
profession,B2,work,/american-english/words/usdetail/4496
promote,B1,work,/american-english/words/usdetail/4518
recruit,C1,work,/american-english/words/usdetail/4733
reassuring,C1,,/american-english/words/usdetail/4699
reproduction,C1,,/american-english/words/usdetail/4858
reproduction,C2,,/american-english/words/usdetail/4858
reproduce,C1,,/american-english/words/usdetail/4857
reproduce,C1,,/american-english/words/usdetail/4857
reasonable,B1,,/american-english/words/usdetail/4694
predictable,B2,,/american-english/words/usdetail/4406
preferable,B2,,/american-english/words/usdetail/4411
probable,B2,,/american-english/words/usdetail/4481
profitable,B2,,/american-english/words/usdetail/4501
reasonable,B2,,/american-english/words/usdetail/4694
profitable,C1,,/american-english/words/usdetail/4501
renewable,C1,,/american-english/words/usdetail/4832
questionable,C2,,/american-english/words/usdetail/4615
questionable,C2,,/american-english/words/usdetail/4615
renewable,C2,,/american-english/words/usdetail/4832
personal,B1,,/american-english/words/usdetail/4220
personal,B1,,/american-english/words/usdetail/4220
personal,B1,,/american-english/words/usdetail/4220
principal,B1,,/american-english/words/usdetail/4464
professional,B1,,/american-english/words/usdetail/4497
potential,B2,,/american-english/words/usdetail/4379
practical,B2,,/american-english/words/usdetail/4389
seasonal,B2,,/american-english/words/usdetail/5130
postal,C1,,/american-english/words/usdetail/4370
practical,C1,,/american-english/words/usdetail/4389
practical,C1,,/american-english/words/usdetail/4389
radical,C1,,/american-english/words/usdetail/4636
sensational,C1,,/american-english/words/usdetail/5187
phenomenal,C2,,/american-english/words/usdetail/4235
philosophical,C2,,/american-english/words/usdetail/4238
physical,C2,,/american-english/words/usdetail/4248
provincial,C2,,/american-english/words/usdetail/4560
sentimental,C2,,/american-english/words/usdetail/5197
revival,C2,,/american-english/words/usdetail/4942
reluctant,C1,,/american-english/words/usdetail/4813
predominant,C2,,/american-english/words/usdetail/4408
prepared,B1,,/american-english/words/usdetail/4424
prepared,B2,,/american-english/words/usdetail/4424
qualified,B2,,/american-english/words/usdetail/4606
related,B2,,/american-english/words/usdetail/4788
relaxed,B2,,/american-english/words/usdetail/4795
scheduled,B2,,/american-english/words/usdetail/5099
prejudiced,C1,,/american-english/words/usdetail/4418
privileged,C1,,/american-english/words/usdetail/4477
prolonged,C1,,/american-english/words/usdetail/4514
restricted,C1,,/american-english/words/usdetail/4910
privileged,C2,,/american-english/words/usdetail/4477
refined,C2,,/american-english/words/usdetail/4753
refined,C2,,/american-english/words/usdetail/4753
renowned,C2,,/american-english/words/usdetail/4836
repeated,C2,,/american-english/words/usdetail/4842
scattered,C2,,/american-english/words/usdetail/5092
resilient,C2,,/american-english/words/usdetail/4883
powerful,B1,,/american-english/words/usdetail/4387
powerful,B2,,/american-english/words/usdetail/4387
shameful,C1,,/american-english/words/usdetail/5239
possible,A1,,/american-english/words/usdetail/4367
possible,B1,,/american-english/words/usdetail/4367
plausible,C2,,/american-english/words/usdetail/4290
reversible,C2,,/american-english/words/usdetail/4938
plastic,A2,,/american-english/words/usdetail/4287
realistic,B1,,/american-english/words/usdetail/4683
romantic,B1,,/american-english/words/usdetail/4992
problematic,C1,,/american-english/words/usdetail/4484
pragmatic,C2,,/american-english/words/usdetail/4393
romantic,C2,,/american-english/words/usdetail/4992
remaining,B2,,/american-english/words/usdetail/4817
promising,C1,,/american-english/words/usdetail/4517
refreshing,C1,,/american-english/words/usdetail/4759
refreshing,C1,,/american-english/words/usdetail/4759
rewarding,C1,,/american-english/words/usdetail/4948
rating,C1,,/american-english/words/usdetail/4665
position,B1,,/american-english/words/usdetail/4360
possession,B2,,/american-english/words/usdetail/4364
qualification,B2,,/american-english/words/usdetail/4605
qualification,B2,,/american-english/words/usdetail/4605
promotion,C1,,/american-english/words/usdetail/4519
recognition,C2,,/american-english/words/usdetail/4716
representation,C2,,/american-english/words/usdetail/4854
quality,B1,,/american-english/words/usdetail/4608
possessive,B1,,/american-english/words/usdetail/4365
productive,B2,,/american-english/words/usdetail/4494
productive,B2,,/american-english/words/usdetail/4494
progressive,B2,,/american-english/words/usdetail/4509
protective,B2,,/american-english/words/usdetail/4549
sensitive,B2,,/american-english/words/usdetail/5193
sensitive,B2,,/american-english/words/usdetail/5193
sensitive,B2,,/american-english/words/usdetail/5193
persuasive,C1,,/american-english/words/usdetail/4227
primitive,C1,,/american-english/words/usdetail/4461
primitive,C1,,/american-english/words/usdetail/4461
progressive,C1,,/american-english/words/usdetail/4509
selective,C1,,/american-english/words/usdetail/5157
possessive,C2,,/american-english/words/usdetail/4365
preventive,C2,,/american-english/words/usdetail/4449
restrictive,C2,,/american-english/words/usdetail/4912
priceless,B2,,/american-english/words/usdetail/4454
pointless,C1,,/american-english/words/usdetail/4319
priceless,C1,,/american-english/words/usdetail/4454
reckless,C2,,/american-english/words/usdetail/4715
relentless,C2,,/american-english/words/usdetail/4798
senseless,C2,,/american-english/words/usdetail/5189
regardless,C2,,/american-english/words/usdetail/4770
possibly,A2,,/american-english/words/usdetail/4368
probably,A2,,/american-english/words/usdetail/4482
quickly,A2,,/american-english/words/usdetail/4619
quickly,A2,,/american-english/words/usdetail/4619
perfectly,B1,,/american-english/words/usdetail/4203
pleasantly,B1,,/american-english/words/usdetail/4297
previously,B1,,/american-english/words/usdetail/4451
properly,B1,,/american-english/words/usdetail/4529
quietly,B1,,/american-english/words/usdetail/4621
quietly,B1,,/american-english/words/usdetail/4621
rarely,B1,,/american-english/words/usdetail/4659
really,B1,,/american-english/words/usdetail/4688
recently,B1,,/american-english/words/usdetail/4708
regularly,B1,,/american-english/words/usdetail/4778
regularly,B1,,/american-english/words/usdetail/4778
secretly,B1,,/american-english/words/usdetail/5141
seriously,B1,,/american-english/words/usdetail/5208
permanently,B2,,/american-english/words/usdetail/4212
potentially,B2,,/american-english/words/usdetail/4380
powerfully,B2,,/american-english/words/usdetail/4388
practically,B2,,/american-english/words/usdetail/4390
preferably,B2,,/american-english/words/usdetail/4412
presumably,B2,,/american-english/words/usdetail/4441
primarily,B2,,/american-english/words/usdetail/4457
privately,B2,,/american-english/words/usdetail/4474
promptly,B2,,/american-english/words/usdetail/4521
rapidly,B2,,/american-english/words/usdetail/4657
readily,B2,,/american-english/words/usdetail/4677
rightly,B2,,/american-english/words/usdetail/4964
sadly,B2,,/american-english/words/usdetail/5037
separately,B2,,/american-english/words/usdetail/5199
severely,B2,,/american-english/words/usdetail/5225
sharply,B2,,/american-english/words/usdetail/5246
shortly,B2,,/american-english/words/usdetail/5278
poorly,C1,,/american-english/words/usdetail/4345
publicly,C1,,/american-english/words/usdetail/4574
purely,C1,,/american-english/words/usdetail/4591
radically,C1,,/american-english/words/usdetail/4637
randomly,C1,,/american-english/words/usdetail/4651
realistically,C1,,/american-english/words/usdetail/4684
remarkably,C1,,/american-english/words/usdetail/4821
repeatedly,C1,,/american-english/words/usdetail/4843
respectively,C1,,/american-english/words/usdetail/4897
satisfactorily,C1,,/american-english/words/usdetail/5068
seemingly,C1,,/american-english/words/usdetail/5152
predominantly,C2,,/american-english/words/usdetail/4409
profoundly,C2,,/american-english/words/usdetail/4503
realistically,C2,,/american-english/words/usdetail/4684
relentlessly,C2,,/american-english/words/usdetail/4799
roughly,C2,,/american-english/words/usdetail/5003
roughly,C2,,/american-english/words/usdetail/5003
scarcely,C2,,/american-english/words/usdetail/5086
previous,B1,,/american-english/words/usdetail/4450
serious,B1,,/american-english/words/usdetail/5207
serious,B1,,/american-english/words/usdetail/5207
precious,B2,,/american-english/words/usdetail/4400
religious,B2,,/american-english/words/usdetail/4810
religious,B2,,/american-english/words/usdetail/4810
ridiculous,B2,,/american-english/words/usdetail/4961
serious,B2,,/american-english/words/usdetail/5207
prestigious,C1,,/american-english/words/usdetail/4440
rebellious,C1,,/american-english/words/usdetail/4702
shiny,B1,,/american-english/words/usdetail/5260
rusty,B2,,/american-english/words/usdetail/5028
petty,C2,,/american-english/words/usdetail/4231
petty,C2,,/american-english/words/usdetail/4231
rosy,C2,,/american-english/words/usdetail/4999
shabby,C2,,/american-english/words/usdetail/5232
sexual,B2,,/american-english/words/usdetail/5230
racist,C2,,/american-english/words/usdetail/4633
quick,A1,,/american-english/words/usdetail/4618
ready,A1,,/american-english/words/usdetail/4681
right,A1,,/american-english/words/usdetail/4962
safe,A1,,/american-english/words/usdetail/5039
same,A1,,/american-english/words/usdetail/5057
short,A1,,/american-english/words/usdetail/5273
short,A1,,/american-english/words/usdetail/5273
popular,A2,,/american-english/words/usdetail/4348
quick,A2,,/american-english/words/usdetail/4618
quiet,A2,,/american-english/words/usdetail/4620
quiet,A2,,/american-english/words/usdetail/4620
ready,A2,,/american-english/words/usdetail/4681
real,A2,,/american-english/words/usdetail/4682
real,A2,,/american-english/words/usdetail/4682
regular,A2,,/american-english/words/usdetail/4777
safe,A2,,/american-english/words/usdetail/5039
perfect,B1,,/american-english/words/usdetail/4201
permanent,B1,,/american-english/words/usdetail/4211
plain,B1,,/american-english/words/usdetail/4281
plain,B1,,/american-english/words/usdetail/4281
present,B1,,/american-english/words/usdetail/4429
private,B1,,/american-english/words/usdetail/4473
private,B1,,/american-english/words/usdetail/4473
proper,B1,,/american-english/words/usdetail/4528
pure,B1,,/american-english/words/usdetail/4590
pure,B1,,/american-english/words/usdetail/4590
quiet,B1,,/american-english/words/usdetail/4620
rare,B1,,/american-english/words/usdetail/4658
real,B1,,/american-english/words/usdetail/4682
recent,B1,,/american-english/words/usdetail/4707
regular,B1,,/american-english/words/usdetail/4777
regular,B1,,/american-english/words/usdetail/4777
right,B1,,/american-english/words/usdetail/4962
rude,B1,,/american-english/words/usdetail/5011
safe,B1,,/american-english/words/usdetail/5039
second-hand,B1,,/american-english/words/usdetail/5136
secret,B1,,/american-english/words/usdetail/5139
self-service,B1,,/american-english/words/usdetail/5175
separate,B1,,/american-english/words/usdetail/5198
separate,B1,,/american-english/words/usdetail/5198
peculiar,B2,,/american-english/words/usdetail/4178
picturesque,B2,,/american-english/words/usdetail/4255
poisonous,B2,,/american-english/words/usdetail/4322
popular,B2,,/american-english/words/usdetail/4348
positive,B2,,/american-english/words/usdetail/4361
positive,B2,,/american-english/words/usdetail/4361
primary,B2,,/american-english/words/usdetail/4458
private,B2,,/american-english/words/usdetail/4473
prompt,B2,,/american-english/words/usdetail/4520
proposed,B2,,/american-english/words/usdetail/4535
public,B2,,/american-english/words/usdetail/4571
rapid,B2,,/american-english/words/usdetail/4656
raw,B2,,/american-english/words/usdetail/4668
real,B2,,/american-english/words/usdetail/4682
real,B2,,/american-english/words/usdetail/4682
rear,B2,,/american-english/words/usdetail/4691
regular,B2,,/american-english/words/usdetail/4777
relevant,B2,,/american-english/words/usdetail/4801
remote,B2,,/american-english/words/usdetail/4827
revolutionary,B2,,/american-english/words/usdetail/4946
rich,B2,,/american-english/words/usdetail/4955
right,B2,,/american-english/words/usdetail/4962
ripe,B2,,/american-english/words/usdetail/4970
rough,B2,,/american-english/words/usdetail/5002
royal,B2,,/american-english/words/usdetail/5008
secure,B2,,/american-english/words/usdetail/5144
senior,B2,,/american-english/words/usdetail/5185
separate,B2,,/american-english/words/usdetail/5198
short-term,B2,,/american-english/words/usdetail/5282
preliminary,C1,,/american-english/words/usdetail/4419
prior,C1,,/american-english/words/usdetail/4468
prominent,C1,,/american-english/words/usdetail/4515
random,C1,,/american-english/words/usdetail/4650
respective,C1,,/american-english/words/usdetail/4896
retail,C1,,/american-english/words/usdetail/4918
rough,C1,,/american-english/words/usdetail/5002
sacred,C1,,/american-english/words/usdetail/5032
safe,C1,,/american-english/words/usdetail/5039
secure,C1,,/american-english/words/usdetail/5144
sharp,C1,,/american-english/words/usdetail/5244
sheer,C1,,/american-english/words/usdetail/5252
sheer,C1,,/american-english/words/usdetail/5252
perfect,C2,,/american-english/words/usdetail/4201
plain,C2,,/american-english/words/usdetail/4281
popular,C2,,/american-english/words/usdetail/4348
premium,C2,,/american-english/words/usdetail/4421
prime,C2,,/american-english/words/usdetail/4459
profound,C2,,/american-english/words/usdetail/4502
profound,C2,,/american-english/words/usdetail/4502
profound,C2,,/american-english/words/usdetail/4502
prominent,C2,,/american-english/words/usdetail/4515
rash,C2,,/american-english/words/usdetail/4661
right,C2,,/american-english/words/usdetail/4962
rigid,C2,,/american-english/words/usdetail/4966
routine,C2,,/american-english/words/usdetail/5006
sacred,C2,,/american-english/words/usdetail/5032
secure,C2,,/american-english/words/usdetail/5144
sedentary,C2,,/american-english/words/usdetail/5146
self-made,C2,,/american-english/words/usdetail/5171
self-sufficient,C2,,/american-english/words/usdetail/5176
set,C2,,/american-english/words/usdetail/5214
shaken,C2,,/american-english/words/usdetail/5236
sheer,C2,,/american-english/words/usdetail/5252
p.m.,A1,,/american-english/words/usdetail/4312
perhaps,A2,,/american-english/words/usdetail/4208
quite,A2,,/american-english/words/usdetail/4623
right,B1,,/american-english/words/usdetail/4962
safely,B1,,/american-english/words/usdetail/5040
second,B1,,/american-english/words/usdetail/5133
quite,B2,,/american-english/words/usdetail/4623
right,B2,,/american-english/words/usdetail/4962
second,B2,,/american-english/words/usdetail/5133
seldom,B2,,/american-english/words/usdetail/5154
sharp,C1,,/american-english/words/usdetail/5244
reportedly,C2,,/american-english/words/usdetail/4851
popcorn,B1,,/american-english/words/usdetail/4347
range,B1,,/american-english/words/usdetail/4652
prime minister,B2,,/american-english/words/usdetail/4460
scale,B2,,/american-english/words/usdetail/5081
scene,B2,,/american-english/words/usdetail/5094
recovery,C1,,/american-english/words/usdetail/4729
sequence,C1,,/american-english/words/usdetail/5202
shift,C1,,/american-english/words/usdetail/5258
premium,C2,,/american-english/words/usdetail/4421
principle,C2,,/american-english/words/usdetail/4465
province,C2,,/american-english/words/usdetail/4559
race,C2,,/american-english/words/usdetail/4629
sentiment,C2,,/american-english/words/usdetail/5196
sequence,C2,,/american-english/words/usdetail/5202
sequence,C2,,/american-english/words/usdetail/5202
prohibit,B2,,/american-english/words/usdetail/4510
qualify,B2,,/american-english/words/usdetail/4607
raise,B2,,/american-english/words/usdetail/4648
regard,B2,,/american-english/words/usdetail/4768
set,B2,,/american-english/words/usdetail/5214
place,C1,,/american-english/words/usdetail/4279
puzzle,C1,,/american-english/words/usdetail/4601
rule,C1,,/american-english/words/usdetail/5017
set,C1,,/american-english/words/usdetail/5214
perfect,C2,,/american-english/words/usdetail/4201
pitch,C2,,/american-english/words/usdetail/4273
revive,C2,,/american-english/words/usdetail/4943
roar,C2,,/american-english/words/usdetail/4980
roar,C2,,/american-english/words/usdetail/4980
run,C2,,/american-english/words/usdetail/5021
seal,C2,,/american-english/words/usdetail/5126
seal,C2,,/american-english/words/usdetail/5126
seduce,C2,,/american-english/words/usdetail/5147
settlement,,,/american-english/words/usdetail/5218
scholar,,,/american-english/words/usdetail/5101
serial,,,/american-english/words/usdetail/5205
soap opera,B1,arts and media,/american-english/words/usdetail/5431
succumb,C2,body and health,/american-english/words/usdetail/5726
state,B2,communication,/american-english/words/usdetail/5600
undertake,C1,people: actions,/american-english/words/usdetail/6260
sorrow,C2,people: personality,/american-english/words/usdetail/5480
sibling,C2,relationships,/american-english/words/usdetail/5299
spouse,C2,relationships,/american-english/words/usdetail/5558
unwind,C1,,/american-english/words/usdetail/6367
specification,C1,,/american-english/words/usdetail/5513
thesis,C2,,/american-english/words/usdetail/5979
strive,C2,,/american-english/words/usdetail/5681
succumb,C2,,/american-english/words/usdetail/5726
summon,C2,,/american-english/words/usdetail/5752
surpass,C2,,/american-english/words/usdetail/5795
telephone,A2,,/american-english/words/usdetail/5909
translate,C2,,/american-english/words/usdetail/6131
soul,B2,,/american-english/words/usdetail/5483
unemployment,B1,work,/american-english/words/usdetail/6275
unhappiness,B2,people: personality,/american-english/words/usdetail/6293
unwillingness,C1,people: personality,/american-english/words/usdetail/6366
undo,B2,people: actions,/american-english/words/usdetail/6267
unlock,B2,people: actions,/american-english/words/usdetail/6321
untie,B2,people: actions,/american-english/words/usdetail/6356
unfold,C1,people: actions,/american-english/words/usdetail/6287
unload,C2,people: actions,/american-english/words/usdetail/6320
unwind,C2,people: actions,/american-english/words/usdetail/6367
undo,B2,technology,/american-english/words/usdetail/6267
tolerance,C2,people: personality,/american-english/words/usdetail/6062
thriller,B1,arts and media,/american-english/words/usdetail/6011
sufferer,C2,body and health,/american-english/words/usdetail/5733
sweater,A2,clothes,/american-english/words/usdetail/5823
speaker,B1,communication,/american-english/words/usdetail/5504
speaker,B1,communication,/american-english/words/usdetail/5504
smoker,B2,people: actions,/american-english/words/usdetail/5406
teenager,A2,people: appearance,/american-english/words/usdetail/5907
stranger,B1,relationships,/american-english/words/usdetail/5657
swimmer,B1,shopping,/american-english/words/usdetail/5831
supplier,B2,shopping,/american-english/words/usdetail/5777
speaker,A2,technology,/american-english/words/usdetail/5504
striker,C1,work,/american-english/words/usdetail/5676
spelling,A2,communication,/american-english/words/usdetail/5525
spending,C2,money,/american-english/words/usdetail/5527
smoking,A1,people: actions,/american-english/words/usdetail/5407
understanding,B2,people: personality,/american-english/words/usdetail/6259
training,B1,shopping,/american-english/words/usdetail/6120
sightseeing,A2,travel,/american-english/words/usdetail/5308
trekking,B2,travel,/american-english/words/usdetail/6153
station,B1,arts and media,/american-english/words/usdetail/5603
television,A1,arts and media,/american-english/words/usdetail/5911
television,B1,arts and media,/american-english/words/usdetail/5911
starvation,C2,body and health,/american-english/words/usdetail/5597
suggestion,B1,communication,/american-english/words/usdetail/5740
translation,B1,communication,/american-english/words/usdetail/6132
suspicion,C1,crime,/american-english/words/usdetail/5812
supervision,C1,people: actions,/american-english/words/usdetail/5772
tension,B2,people: personality,/american-english/words/usdetail/5928
temptation,B2,people: personality,/american-english/words/usdetail/5919
tension,B2,relationships,/american-english/words/usdetail/5928
socialism,C2,politics,/american-english/words/usdetail/5440
tourism,B1,travel,/american-english/words/usdetail/6093
therapist,C1,homes and buildings,/american-english/words/usdetail/5971
specialist,B2,people: personality,/american-english/words/usdetail/5506
socialist,C1,politics,/american-english/words/usdetail/5441
tourist,A2,travel,/american-english/words/usdetail/6094
sincerity,C2,people: personality,/american-english/words/usdetail/5337
stupidity,C2,people: personality,/american-english/words/usdetail/5701
superiority,C2,people: personality,/american-english/words/usdetail/5767
summarize,C1,communication,/american-english/words/usdetail/5748
socialize,B2,relationships,/american-english/words/usdetail/5442
treatment,B2,body and health,/american-english/words/usdetail/6149
statement,B2,communication,/american-english/words/usdetail/5601
sickness,B2,body and health,/american-english/words/usdetail/5301
softness,B2,describing things,/american-english/words/usdetail/5450
tiredness,B2,people: personality,/american-english/words/usdetail/6047
shyness,C1,people: personality,/american-english/words/usdetail/5298
stubbornness,C2,people: personality,/american-english/words/usdetail/5691
tenderness,C2,people: personality,/american-english/words/usdetail/5925
toughness,C2,people: personality,/american-english/words/usdetail/6090
sponsor,B2,money,/american-english/words/usdetail/5549
sponsor,B2,money,/american-english/words/usdetail/5549
successor,C1,work,/american-english/words/usdetail/5725
supervisor,C1,work,/american-english/words/usdetail/5773
sponsorship,C1,money,/american-english/words/usdetail/5550
terrorism,B2,crime,/american-english/words/usdetail/5943
terrorist,B2,crime,/american-english/words/usdetail/5944
snake,A2,animals,/american-english/words/usdetail/5413
tiger,B1,animals,/american-english/words/usdetail/6030
species,B2,animals,/american-english/words/usdetail/5510
swan,B2,animals,/american-english/words/usdetail/5819
tail,B2,animals,/american-english/words/usdetail/5861
trap,B2,animals,/american-english/words/usdetail/6139
trail,C2,animals,/american-english/words/usdetail/6116
territory,B2,animals,/american-english/words/usdetail/5941
song,A2,arts and media,/american-english/words/usdetail/5474
stage,A2,arts and media,/american-english/words/usdetail/5578
star,A2,arts and media,/american-english/words/usdetail/5593
soap,B1,arts and media,/american-english/words/usdetail/5430
statue,B1,arts and media,/american-english/words/usdetail/5607
talk show,B1,arts and media,/american-english/words/usdetail/5872
trumpet,B1,arts and media,/american-english/words/usdetail/6182
solo,B2,arts and media,/american-english/words/usdetail/5461
soundtrack,B2,arts and media,/american-english/words/usdetail/5485
string,B2,arts and media,/american-english/words/usdetail/5678
tabloid,B2,arts and media,/american-english/words/usdetail/5855
track,B2,arts and media,/american-english/words/usdetail/6103
sketch,C1,arts and media,/american-english/words/usdetail/5364
tune,C1,arts and media,/american-english/words/usdetail/6193
spotlight,C2,arts and media,/american-english/words/usdetail/5557
trilogy,C2,arts and media,/american-english/words/usdetail/6166
techno,C1,arts and media,/american-english/words/usdetail/5901
subtitles,C1,arts and media,/american-english/words/usdetail/5716
star,B1,arts and media,/american-english/words/usdetail/5593
tooth,A1,body and health,/american-english/words/usdetail/6075
stomach,A2,body and health,/american-english/words/usdetail/5638
toe,A2,body and health,/american-english/words/usdetail/6057
tablet,B1,body and health,/american-english/words/usdetail/5853
temperature,B1,body and health,/american-english/words/usdetail/5914
test,B1,body and health,/american-english/words/usdetail/5945
throat,B1,body and health,/american-english/words/usdetail/6015
thumb,B1,body and health,/american-english/words/usdetail/6020
tongue,B1,body and health,/american-english/words/usdetail/6071
skeleton,B2,body and health,/american-english/words/usdetail/5362
stroke,B2,body and health,/american-english/words/usdetail/5682
symptom,B2,body and health,/american-english/words/usdetail/5845
thigh,B2,body and health,/american-english/words/usdetail/5983
toenail,B2,body and health,/american-english/words/usdetail/6058
side effect,C1,body and health,/american-english/words/usdetail/5303
spine,C1,body and health,/american-english/words/usdetail/5535
skull,C2,body and health,/american-english/words/usdetail/5373
system,C2,body and health,/american-english/words/usdetail/5848
transplant,C2,body and health,/american-english/words/usdetail/6136
sight,B1,body and health,/american-english/words/usdetail/5307
smell,B2,body and health,/american-english/words/usdetail/5402
sweat,B2,body and health,/american-english/words/usdetail/5822
touch,B2,body and health,/american-english/words/usdetail/6088
stamina,C1,body and health,/american-english/words/usdetail/5587
stomachache,A2,body and health,/american-english/words/usdetail/5639
toothache,A2,body and health,/american-english/words/usdetail/6076
skin,B1,body and health,/american-english/words/usdetail/5370
surgery,B2,body and health,/american-english/words/usdetail/5793
therapy,B2,body and health,/american-english/words/usdetail/5972
strain,C2,body and health,/american-english/words/usdetail/5652
sweat,B2,body and health,/american-english/words/usdetail/5822
treat,B2,body and health,/american-english/words/usdetail/6148
twist,C1,body and health,/american-english/words/usdetail/6205
transmit,C2,body and health,/american-english/words/usdetail/6134
starve,C1,body and health,/american-english/words/usdetail/5598
skirt,A1,clothes,/american-english/words/usdetail/5372
T-shirt,A1,clothes,/american-english/words/usdetail/6188
sneaker,A2,clothes,/american-english/words/usdetail/5417
sock,A2,clothes,/american-english/words/usdetail/5445
suit,A2,clothes,/american-english/words/usdetail/5742
swimsuit,A2,clothes,/american-english/words/usdetail/5834
tie,A2,clothes,/american-english/words/usdetail/6029
umbrella,A2,clothes,/american-english/words/usdetail/6212
sleeve,B1,clothes,/american-english/words/usdetail/5385
sweatshirt,B1,clothes,/american-english/words/usdetail/5824
top,B1,clothes,/american-english/words/usdetail/6079
stocking,C1,clothes,/american-english/words/usdetail/5636
undershirt,C1,clothes,/american-english/words/usdetail/6255
strap,C2,clothes,/american-english/words/usdetail/5658
underwear,B1,clothes,/american-english/words/usdetail/6264
sunglasses,A2,clothes,/american-english/words/usdetail/5756
tights,A2,clothes,/american-english/words/usdetail/6034
underpants,B1,clothes,/american-english/words/usdetail/6254
trousers,C1,clothes,/american-english/words/usdetail/6177
take,B1,clothes,/american-english/words/usdetail/
sign,A2,communication,/american-english/words/usdetail/5309
stamp,A2,communication,/american-english/words/usdetail/5588
story,A2,communication,/american-english/words/usdetail/5648
signature,B1,communication,/american-english/words/usdetail/5311
subject,B1,communication,/american-english/words/usdetail/5705
table,B1,communication,/american-english/words/usdetail/5851
talk,B1,communication,/american-english/words/usdetail/5869
text,B1,communication,/american-english/words/usdetail/5947
tip,B1,communication,/american-english/words/usdetail/6044
title,B1,communication,/american-english/words/usdetail/6051
topic,B1,communication,/american-english/words/usdetail/6080
sign,B2,communication,/american-english/words/usdetail/5309
signal,B2,communication,/american-english/words/usdetail/5310
slash,B2,communication,/american-english/words/usdetail/5378
speech,B2,communication,/american-english/words/usdetail/5521
summary,B2,communication,/american-english/words/usdetail/5749
survey,B2,communication,/american-english/words/usdetail/5805
symbol,B2,communication,/american-english/words/usdetail/5840
tale,B2,communication,/american-english/words/usdetail/5866
talk,B2,communication,/american-english/words/usdetail/5869
term,B2,communication,/american-english/words/usdetail/5930
theme,B2,communication,/american-english/words/usdetail/5964
threat,B2,communication,/american-english/words/usdetail/6005
update,B2,communication,/american-english/words/usdetail/6372
slogan,C1,communication,/american-english/words/usdetail/5394
story,C2,communication,/american-english/words/usdetail/5648
speech,B1,communication,/american-english/words/usdetail/5521
text,B1,communication,/american-english/words/usdetail/5947
support,B2,communication,/american-english/words/usdetail/5779
slang,C1,communication,/american-english/words/usdetail/5376
talk,C2,communication,/american-english/words/usdetail/5869
stress,B2,communication,/american-english/words/usdetail/5669
tone,B2,communication,/american-english/words/usdetail/6070
tribute,C2,communication,/american-english/words/usdetail/6162
terms,B2,communication,/american-english/words/usdetail/5932
thanks,B2,communication,/american-english/words/usdetail/5955
talk,A1,communication,/american-english/words/usdetail/5869
swear,B2,communication,/american-english/words/usdetail/5821
talk,B2,communication,/american-english/words/usdetail/5869
talk,B2,communication,/american-english/words/usdetail/5869
speak,A1,communication,/american-english/words/usdetail/5503
tell,A1,communication,/american-english/words/usdetail/5912
thank,A2,communication,/american-english/words/usdetail/5952
suggest,B1,communication,/american-english/words/usdetail/5739
suggest,B1,communication,/american-english/words/usdetail/5739
take,B1,communication,/american-english/words/usdetail/
underline,B1,communication,/american-english/words/usdetail/6249
specify,B2,communication,/american-english/words/usdetail/5514
stress,B2,communication,/american-english/words/usdetail/5669
stress,B2,communication,/american-english/words/usdetail/5669
support,B2,communication,/american-english/words/usdetail/5779
tell,B2,communication,/american-english/words/usdetail/5912
threaten,B2,communication,/american-english/words/usdetail/6006
underline,B2,communication,/american-english/words/usdetail/6249
skip,C1,communication,/american-english/words/usdetail/5371
support,C1,communication,/american-english/words/usdetail/5779
take,C2,communication,/american-english/words/usdetail/
speak,A1,communication,/american-english/words/usdetail/5503
spell,A2,communication,/american-english/words/usdetail/5524
sign,B1,communication,/american-english/words/usdetail/5309
translate,B1,communication,/american-english/words/usdetail/6131
spread,B2,communication,/american-english/words/usdetail/5560
swear,B2,communication,/american-english/words/usdetail/5821
tease,B2,communication,/american-english/words/usdetail/5895
snap,C2,communication,/american-english/words/usdetail/5414
suspect,B2,crime,/american-english/words/usdetail/5809
trial,B2,crime,/american-english/words/usdetail/6158
testify,C2,crime,/american-english/words/usdetail/5946
